SKU,Inventory Quantity (Northwood),Inventory Quantity (Eastgate Mall),Inventory Quantity (Manukau),Inventory Quantity (Porirua),Inventory Quantity (Manners Street),Inventory Quantity (George Street),Inventory Quantity (Papanui),Inventory Quantity (Shirley),Inventory Quantity (Tower Junction),Inventory Quantity (Hornby),Inventory Quantity (Pakuranga),Inventory Quantity (New Plymouth Central),Inventory Quantity (Upper Hutt Central),Inventory Quantity (Whangaparaoa),Inventory Quantity (Westgate),Inventory Quantity (Pukekohe),Inventory Quantity (Te Awamutu),Inventory Quantity (Pine Hill),Inventory Quantity (Rolleston),Inventory Quantity (Rangiora),Inventory Quantity (Mount Roskill),Inventory Quantity (Whanganui),Inventory Quantity (Mt Wellington),Inventory Quantity (South Dunedin),Inventory Quantity (Lyall Bay),Inventory Quantity (South Island Dark Store),Inventory Quantity (Petone),Inventory Quantity (West City)
"=""9012373""",19,25,5,8,18,10,15,17,22,8,18,14,21,24,42,13,9,11,21,12,21,18,22,22,9,3,4,11
"=""9012124""",14,8,6,8,6,12,10,23,1,23,3,13,7,9,12,3,1,0,0,5,4,1,0,0,0,0,3,3
"=""9012248""",2,3,2,3,2,3,2,2,4,3,3,3,1,1,2,3,1,3,3,1,3,1,4,3,3,0,2,1
"=""9012773""",3,3,5,3,4,4,10,2,5,7,4,13,5,3,3,3,3,3,5,5,3,4,5,5,5,0,6,4
"=""9012864""",3,9,5,2,2,1,2,7,1,4,14,7,3,5,8,8,4,0,0,4,5,7,5,0,1,0,1,2
"=""2699311""",5,4,3,2,6,2,5,7,10,4,12,4,5,8,3,5,3,0,3,21,2,0,6,4,7,11,7,2
"=""9012883""",3,5,2,1,1,4,0,1,0,5,6,9,4,2,2,5,5,1,0,1,9,5,7,6,8,0,1,6
"=""9012867""",4,2,4,8,5,7,5,4,4,5,7,5,8,6,2,6,4,5,4,2,4,8,6,6,0,1,0,0
"=""9012148""",1,8,1,5,1,1,2,2,2,0,3,2,3,37,3,2,3,3,1,3,2,2,1,1,2,0,0,0
"=""9012351""",3,3,3,0,0,1,2,1,2,2,2,0,1,0,5,0,0,0,0,2,1,3,2,0,0,2,0,2
"=""2698269""",8,7,9,10,12,6,2,7,4,2,7,3,45,2,8,7,4,5,2,6,6,4,4,1,3,2,3,8
"=""2696606""",5,3,1,12,5,5,2,5,6,6,9,3,4,1,7,2,27,5,3,3,2,6,3,5,3,4,13,5
"=""9012845""",11,11,7,6,4,5,10,9,3,8,13,6,9,2,5,13,6,0,0,5,13,6,5,0,4,2,3,4
"=""2699141""",21,4,0,4,2,2,4,6,6,2,0,0,21,2,4,8,7,1,5,2,3,3,0,0,8,3,3,5
"=""9012397""",26,11,20,49,10,6,65,23,22,14,13,31,47,11,20,32,22,13,10,19,21,36,12,12,10,18,10,8
"=""9012884""",15,7,5,3,2,3,3,2,4,5,5,8,2,2,5,7,4,5,2,0,8,3,5,6,5,0,2,7
"=""2696223""",2,5,0,2,5,2,4,10,0,5,2,4,2,8,0,3,1,3,0,3,2,3,2,0,3,5,10,2
"=""9012875""",0,5,2,1,5,1,0,6,2,4,4,4,7,4,2,1,3,0,0,4,4,2,2,0,4,1,3,0
"=""2698331""",5,6,7,3,7,6,11,18,10,7,3,0,4,3,4,4,4,3,6,12,2,0,3,0,3,0,3,5
"=""9012863""",6,6,3,3,3,3,5,6,5,3,6,3,5,2,2,6,3,2,2,6,6,3,2,3,3,0,3,1
"=""9012353""",2,1,2,2,1,2,4,8,2,2,4,4,2,3,1,2,0,2,3,3,3,2,2,6,2,0,3,2
"=""2703718""",6,9,13,13,3,4,6,8,6,3,3,4,7,3,7,6,4,5,13,4,4,13,2,8,2,0,12,14
"=""9012861""",5,2,3,3,3,2,4,6,5,3,5,1,1,3,5,6,2,2,3,3,5,3,3,2,2,0,3,3
"=""9012271""",2,1,2,1,0,0,1,1,1,2,0,1,1,1,1,2,0,0,0,1,2,0,4,0,2,2,6,3
"=""9012125""",0,3,2,4,6,1,6,5,3,5,6,8,7,5,4,3,5,0,0,2,5,8,0,0,0,-2,0,0
"=""9012851""",2,3,3,3,4,5,8,2,8,2,12,4,4,3,3,12,3,0,0,10,5,4,2,2,0,0,1,2
"=""9012774""",0,3,7,2,0,4,4,5,4,7,0,0,7,9,5,1,2,3,0,0,4,3,5,6,3,0,2,2
"=""9012772""",2,1,3,16,0,2,0,0,0,0,4,21,1,11,1,21,13,8,0,0,0,21,16,4,26,-1,0,3
"=""9012853""",0,6,4,4,4,3,2,9,1,2,10,4,3,1,0,9,3,0,0,1,8,2,2,0,1,1,1,1
"=""9013619""",0,9,5,2,5,-3,10,5,1,7,2,12,3,1,5,6,2,1,4,4,1,3,15,4,0,0,1,3
"=""9012835""",5,1,2,2,2,0,5,7,2,2,6,2,1,0,2,4,5,0,0,5,4,2,3,0,1,1,1,4
"=""2696614""",6,7,3,13,3,10,5,1,2,4,3,3,10,20,0,1,5,6,6,2,3,46,6,6,4,14,4,5
"=""9012219""",2,2,-1,0,2,5,1,1,1,2,2,0,4,2,2,3,0,1,1,0,0,0,1,10,0,0,3,1
"=""9012119""",11,3,2,3,6,1,3,4,3,4,5,3,5,3,3,4,6,0,0,5,6,3,0,0,0,0,6,0
"=""2706075""",8,17,9,6,12,12,15,16,19,9,11,9,8,9,10,10,10,10,9,12,8,11,9,12,10,0,8,9
"=""9012885""",7,7,7,1,4,5,12,5,1,5,10,7,2,6,8,9,8,11,7,2,4,7,9,9,9,0,12,11
"=""9012837""",2,0,2,0,3,4,2,1,2,0,6,2,1,2,2,3,2,0,0,2,2,2,2,0,1,0,1,3
"=""9012149""",2,8,2,2,6,1,3,2,3,2,3,3,3,7,3,3,2,3,3,1,3,3,3,3,3,0,0,0
"=""2703785""",8,12,5,6,5,18,4,9,5,5,12,7,11,11,12,13,5,13,10,9,11,34,11,19,14,1,9,11
"=""2704447""",4,0,0,2,5,17,0,1,5,0,3,2,4,3,0,4,3,4,2,2,0,14,2,0,1,0,2,5
"=""2688018""",2,0,2,3,0,4,5,4,3,2,4,2,4,5,4,4,2,5,3,1,4,2,0,4,3,8,3,3
"=""2693984""",2,3,2,1,3,2,3,5,2,2,4,3,1,3,3,4,2,0,7,4,3,2,2,0,3,0,3,1
"=""9012246""",2,4,2,1,3,1,2,4,3,2,3,2,0,1,2,3,1,2,1,5,2,2,6,2,2,0,2,1
"=""9012223""",1,0,0,0,2,0,0,3,3,0,0,1,2,1,0,2,0,0,2,0,0,1,3,1,0,0,2,2
"=""2697211""",10,11,10,5,8,5,4,3,4,4,7,7,10,15,11,2,8,4,7,4,7,8,12,8,5,0,5,7
"=""9012224""",2,1,0,0,0,1,0,2,1,2,0,1,0,1,1,0,1,0,0,0,0,0,2,7,0,0,0,3
"=""9012887""",6,5,3,2,2,3,5,5,1,1,1,7,2,2,3,2,3,2,8,3,3,2,1,0,3,0,0,5
"=""2698277""",9,2,9,10,0,0,5,5,2,6,5,5,15,1,0,0,6,0,6,5,0,6,5,8,7,1,4,6
"=""2688158""",7,22,9,7,10,10,3,9,11,7,4,4,6,5,7,8,7,9,8,5,8,7,9,2,6,0,5,0
"=""9012374""",3,7,6,2,12,5,2,9,2,2,4,8,0,3,0,6,4,1,0,0,3,8,5,3,3,15,2,2
"=""9012654""",4,5,4,4,5,4,3,6,1,4,0,3,3,0,3,1,2,2,1,2,3,2,2,5,6,0,2,1
"=""2704722""",3,0,-1,3,3,2,1,5,2,3,2,6,3,-1,3,3,2,2,0,3,3,1,4,3,2,-2,1,0
"=""9012165""",1,3,3,1,1,5,3,3,1,5,4,3,8,1,5,4,3,0,0,5,2,3,3,0,7,0,5,4
"=""9012275""",1,1,3,0,0,0,1,2,1,1,0,1,0,0,1,3,1,0,0,0,2,1,4,0,1,0,3,0
"=""2697238""",6,9,8,11,10,9,6,9,6,6,8,12,7,11,16,8,6,8,12,11,6,9,7,11,11,0,12,11
"=""2700778""",5,3,2,2,6,1,5,7,5,2,8,1,1,3,3,6,2,8,4,5,2,5,4,0,4,4,0,4
"=""9002763""",0,2,1,2,0,2,6,1,7,1,1,5,5,2,2,2,6,0,0,2,4,2,5,0,3,0,0,7
"=""2703688""",12,9,16,4,12,9,8,27,5,11,16,16,9,6,9,9,6,10,1,23,6,7,6,0,28,-1,2,11
"=""2698226""",4,6,3,5,4,4,11,3,7,4,3,2,6,4,1,2,4,2,4,3,2,4,3,5,3,2,5,2
"=""2704706""",4,6,2,3,3,5,6,1,8,5,2,0,1,9,2,3,14,0,1,2,3,30,9,3,1,14,15,2
"=""2693054""",22,1,2,3,5,6,18,7,2,9,16,1,0,2,2,10,7,4,4,17,4,2,6,7,2,0,2,6
"=""2698315""",6,3,-1,4,1,3,4,3,1,3,2,5,1,5,4,1,4,2,9,4,2,2,5,2,2,6,2,5
"=""9012627""",10,2,4,3,1,3,8,2,4,4,4,3,4,2,3,3,5,0,0,6,2,3,4,0,1,0,0,4
"=""2700336""",6,8,7,6,3,8,4,11,8,5,7,8,6,4,4,8,7,7,10,4,4,7,4,7,4,5,4,5
"=""2692244""",2,0,3,4,3,2,2,0,0,5,7,2,5,4,4,3,0,1,0,3,1,2,3,6,3,16,4,3
"=""9012872""",4,4,3,5,4,4,2,4,1,8,7,7,5,4,4,5,4,4,2,2,6,2,7,4,3,1,2,6
"=""9012403""",3,2,2,3,3,4,4,2,5,4,2,7,3,2,3,4,3,2,4,0,2,3,3,8,3,2,3,2
"=""2705958""",17,17,18,17,16,32,22,19,19,15,19,18,20,15,12,17,16,18,16,24,16,17,15,32,17,6,18,21
"=""9012843""",2,11,3,1,3,4,3,9,2,3,12,1,7,0,4,9,5,0,0,0,9,3,3,1,3,0,1,4
"=""2698293""",5,5,5,5,5,6,7,20,6,9,5,0,10,2,4,4,3,7,4,10,4,3,4,4,5,1,3,4
"=""9012871""",6,24,7,6,8,7,4,7,5,8,4,6,0,8,4,4,6,7,7,6,7,3,5,4,7,13,0,0
"=""2683873""",3,12,3,5,1,2,5,5,4,2,2,3,5,3,4,2,3,1,8,4,2,14,3,1,4,0,2,3
"=""9012868""",4,6,6,6,0,0,2,17,3,0,8,3,0,0,7,7,1,5,4,0,7,6,7,2,3,-3,0,0
"=""9012879""",1,0,5,5,2,3,5,7,1,2,6,3,1,1,1,1,4,0,0,5,2,6,3,0,4,1,2,5
"=""9012243""",0,6,3,3,1,3,2,3,3,3,3,2,1,3,2,2,3,2,3,2,2,3,5,2,1,0,3,3
"=""2699958""",9,3,25,8,5,6,4,2,3,8,27,7,6,17,5,7,1,9,8,3,10,9,8,9,9,6,7,6
"=""9012269""",1,2,0,3,0,0,1,3,1,0,0,0,2,0,3,1,1,0,0,4,0,0,1,0,1,0,0,1
"=""9012375""",5,10,3,3,2,5,1,8,3,2,1,4,0,0,1,0,9,1,6,3,2,6,0,4,0,6,1,1
"=""2697254""",9,3,4,2,3,1,2,2,3,2,2,2,6,3,3,5,3,3,2,3,1,3,3,2,6,6,8,3
"=""2701294""",6,2,1,6,3,5,1,8,2,2,4,1,1,2,3,3,1,1,2,6,2,2,4,2,3,0,1,2
"=""9012874""",5,2,5,4,5,1,2,3,4,5,4,3,5,0,0,4,3,2,8,3,2,2,3,2,3,-1,7,4
"=""9012866""",6,2,6,9,2,10,2,18,5,2,2,6,1,0,3,5,0,9,5,6,11,8,8,7,6,-2,0,0
"=""2701324""",1,2,2,2,1,1,0,6,0,0,5,3,1,2,4,2,2,2,2,1,1,2,4,9,3,0,2,3
"=""2701596""",9,8,8,12,11,7,7,2,8,10,7,5,4,1,7,4,4,7,8,7,9,6,9,16,27,0,10,3
"=""9012405""",6,2,5,2,1,0,3,4,13,2,2,2,3,3,5,2,3,0,2,1,1,2,3,4,1,0,2,3
"=""9012406""",1,4,2,2,2,2,2,0,2,2,1,0,0,1,2,0,2,0,0,1,3,1,0,2,0,0,1,0
"=""9012255""",2,3,7,2,2,2,3,3,3,1,3,2,1,2,2,3,0,3,3,4,3,0,5,3,0,0,1,1
"=""2696592""",4,0,1,2,3,1,2,31,3,7,2,4,5,-3,5,2,4,2,2,3,3,48,6,4,3,0,7,1
"=""9012852""",6,8,5,5,4,5,6,15,10,2,12,3,2,2,6,8,5,0,0,5,0,6,3,0,1,3,1,1
"=""9012404""",10,20,14,4,16,0,29,20,37,10,8,9,1,0,12,12,11,5,13,8,16,8,10,16,8,48,14,4
"=""9012752""",12,8,40,2,5,1,13,13,4,6,6,7,3,19,11,3,7,8,8,3,6,24,12,5,8,12,2,7
"=""9012414""",0,1,2,3,2,-2,5,1,0,2,3,1,2,2,3,4,2,2,1,2,5,0,2,1,0,2,5,4
"=""9012352""",5,2,2,2,2,2,2,2,1,2,2,3,3,3,2,1,5,2,2,4,2,2,2,5,3,0,2,2
"=""9012846""",2,11,6,5,1,5,8,2,2,5,9,3,1,0,9,8,5,0,0,2,8,3,3,2,1,0,0,3
"=""9012642""",3,0,4,0,1,1,2,3,2,1,2,1,0,3,2,2,2,0,0,1,1,3,5,0,1,3,1,0
"=""2697203""",38,10,24,25,16,18,33,22,15,13,16,12,14,19,24,15,35,22,17,19,18,32,26,10,23,11,22,22
"=""2701510""",0,8,15,10,6,11,7,12,20,3,13,10,1,4,3,14,2,7,9,19,3,9,6,16,12,9,2,9
"=""2703661""",9,5,5,5,5,11,8,9,15,7,7,7,6,4,10,7,2,0,4,3,6,7,8,0,5,-1,3,7
"=""9012398""",18,16,58,7,41,24,19,30,16,16,12,79,17,22,21,8,20,8,10,28,19,10,33,36,17,10,27,21
"=""9012860""",3,7,3,2,3,2,4,4,5,3,4,1,1,2,4,3,1,3,5,5,4,1,2,6,2,3,3,3
"=""9012267""",4,0,1,3,0,0,2,1,9,0,0,2,0,0,1,2,1,0,0,2,0,0,7,0,2,0,1,1
"=""9012155""",15,21,14,22,14,9,21,34,10,10,59,28,22,27,21,29,34,26,29,9,13,27,24,28,22,5,1,4
"=""9012412""",0,1,2,1,2,0,0,6,1,1,2,3,1,2,1,3,3,3,8,1,3,1,2,1,0,0,0,3
"=""9012270""",2,0,1,0,0,0,3,4,2,0,0,0,1,1,3,1,0,0,0,1,4,0,2,0,1,0,2,1
"=""9012710""",4,6,37,4,1,0,5,6,6,27,4,3,24,47,9,6,3,3,25,5,9,46,6,3,1,0,3,0
"=""9012811""",24,10,9,19,17,16,16,24,0,12,10,11,14,12,12,20,19,16,13,23,12,9,15,0,0,0,8,5
"=""2678268""",4,2,2,2,4,3,6,9,0,2,6,2,2,2,3,2,0,0,12,3,2,5,5,6,4,0,1,3
"=""9012844""",2,11,4,3,3,4,8,8,1,2,12,2,6,1,5,9,6,0,1,5,8,4,3,0,4,0,1,4
"=""2687984""",2,1,4,4,3,3,2,2,3,2,5,7,3,1,3,3,3,4,2,1,6,1,3,3,2,6,4,2
"=""9012245""",2,0,3,3,3,6,2,2,2,1,2,2,1,2,3,2,3,2,3,1,3,3,4,3,3,0,2,1
"=""2700360""",3,8,4,2,3,0,3,2,4,2,2,4,5,2,3,2,2,5,1,3,2,3,6,5,1,-1,3,4
"=""9012880""",3,4,4,1,3,0,2,11,2,3,1,0,1,1,1,2,3,0,2,3,5,3,3,0,4,0,0,2
"=""2704889""",1,1,2,4,8,5,3,9,5,4,5,2,4,4,5,3,3,1,2,5,2,1,3,2,3,3,4,3
"=""9012249""",2,1,1,1,2,1,2,2,3,2,2,2,1,2,3,2,1,3,3,1,1,3,3,2,3,0,0,0
"=""9012842""",1,3,3,1,0,5,3,2,2,3,5,0,3,0,1,1,3,0,0,0,2,3,3,0,0,5,3,4
"=""9012873""",9,5,5,10,6,8,2,4,3,6,6,10,4,6,7,6,4,4,5,8,5,4,9,11,7,3,7,4
"=""9012839""",0,2,4,0,2,2,1,4,0,2,3,2,2,2,3,3,3,0,0,2,1,5,3,0,1,2,1,3
"=""9012771""",4,0,6,6,6,5,4,2,5,5,8,7,5,9,2,6,6,6,5,6,6,6,6,6,6,0,5,5
"=""9012888""",3,1,3,2,2,3,3,0,1,1,2,2,0,0,2,2,0,2,2,3,4,1,2,2,3,0,1,1
"=""9012361""",3,3,2,2,2,1,4,4,1,2,2,1,3,2,2,1,1,2,2,4,2,3,1,6,3,0,1,3
"=""2703416""",5,19,4,6,5,6,7,6,16,0,5,2,2,14,1,6,5,4,4,16,7,2,5,8,14,3,7,7
"=""9012359""",6,5,2,0,2,1,1,0,1,2,2,0,1,0,1,2,0,0,0,1,0,0,2,1,2,0,0,1
"=""2703696""",1,7,6,1,2,4,4,5,12,6,4,7,6,7,4,4,13,6,9,9,4,12,2,3,3,0,6,14
"=""2701316""",2,1,1,1,3,2,3,6,2,1,2,2,2,2,2,2,3,3,3,2,5,5,3,8,2,0,1,3
"=""9012865""",2,22,4,3,2,0,9,2,4,2,9,3,4,5,3,6,1,0,0,3,0,4,2,0,0,7,1,0
"=""9012355""",5,0,2,1,1,3,3,2,2,4,2,0,0,1,2,1,0,2,4,3,2,5,1,2,0,-1,1,2
"=""2704870""",4,4,1,7,14,4,9,7,10,4,3,6,11,4,5,2,4,2,3,4,3,0,5,3,3,7,9,5
"=""9012836""",2,2,3,0,1,2,8,3,1,0,5,2,2,1,2,4,2,0,0,1,0,5,2,2,0,0,1,3
"=""9012356""",2,0,0,1,1,1,0,0,1,2,2,2,2,3,1,1,0,3,5,1,1,5,2,1,0,0,0,3
"=""2703408""",12,6,5,7,4,2,2,1,3,5,6,6,4,8,3,3,16,7,6,0,8,6,6,17,11,1,3,7
"=""2698285""",1,2,1,4,2,2,1,0,0,3,4,4,10,2,1,3,2,3,3,3,0,0,5,6,0,3,2,4
"=""9012251""",2,2,2,1,2,3,1,0,3,3,3,3,4,2,0,2,0,3,3,2,2,3,3,3,3,0,0,2
"=""9012401""",4,4,3,4,0,2,4,6,1,3,2,3,5,3,5,2,5,3,2,2,3,3,3,4,3,4,2,2
"=""9012848""",1,2,3,3,3,1,1,4,1,4,5,1,1,0,1,3,3,0,0,0,3,2,2,0,1,0,1,3
"=""9012854""",2,5,3,2,3,5,3,3,2,1,9,2,2,2,3,9,2,0,0,1,11,4,2,1,0,0,2,4
"=""2695324""",8,29,1,9,29,13,7,0,6,3,3,22,37,0,0,0,13,2,0,7,2,0,1,4,7,-3,13,0
"=""9012697""",16,3,2,9,4,0,7,9,7,2,4,6,5,15,9,9,4,11,5,11,17,6,3,4,4,0,6,1
"=""2706083""",3,2,3,6,5,7,5,0,2,2,6,3,1,4,2,4,4,2,7,2,4,4,4,7,4,2,3,2
"=""9012850""",0,1,4,5,2,2,0,3,0,3,11,2,1,1,0,10,1,0,2,0,8,0,1,0,1,2,2,3
"=""9012392""",11,11,74,9,30,8,0,11,7,27,9,9,18,11,24,8,16,11,52,5,15,11,24,8,0,0,41,22
"=""2683865""",4,9,1,2,3,11,5,4,0,2,0,2,3,0,3,3,2,2,1,2,1,5,1,1,4,0,5,2
"=""9012145""",2,8,3,3,6,1,1,3,7,2,3,7,7,4,2,1,5,3,3,6,2,3,5,4,3,0,0,0
"=""9012274""",1,2,2,1,0,0,1,3,4,0,1,2,3,2,1,2,2,0,0,1,3,0,3,0,0,4,0,0
"=""9012658""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2704439""",4,0,15,1,3,12,4,6,0,0,2,1,3,0,1,2,1,3,3,8,0,12,1,4,2,0,6,2
"=""2691736""",7,13,4,4,4,4,4,5,6,7,8,4,6,16,5,4,6,6,12,10,6,5,12,9,4,2,3,5
"=""9012146""",6,8,8,3,3,2,3,5,1,3,2,2,5,4,4,3,3,3,7,1,2,3,5,1,2,0,0,0
"=""2698250""",7,2,2,10,3,4,2,4,4,5,1,2,8,4,18,2,4,3,2,3,3,19,1,3,3,8,2,2
"=""2704234""",4,4,1,3,4,3,7,2,4,2,3,4,0,4,3,3,1,2,4,2,4,0,3,3,6,1,4,4
"=""9012847""",1,1,3,2,3,1,1,2,2,4,5,1,2,0,0,1,3,0,0,0,0,1,2,0,2,0,0,2
"=""2680246""",3,4,3,10,2,-1,5,16,6,11,10,5,9,6,7,8,7,8,11,4,10,7,7,13,19,0,4,0
"=""2703734""",2,5,5,5,3,1,13,12,0,6,5,8,3,2,4,8,6,0,9,8,2,5,4,11,6,0,0,0
"=""9012738""",9,12,0,7,3,6,12,6,2,14,1,0,7,7,8,10,8,12,3,5,4,12,6,11,3,0,3,3
"=""9012315""",6,4,0,1,1,3,7,4,-2,1,1,2,6,2,1,2,1,0,5,12,1,0,0,3,3,0,0,0
"=""9012354""",1,7,0,2,2,0,3,1,2,0,3,2,0,1,6,2,0,2,1,2,1,0,2,0,3,0,0,3
"=""9012357""",4,1,0,1,2,2,2,2,3,1,2,3,1,3,1,2,2,3,0,1,1,6,1,1,3,1,4,1
"=""9012411""",7,11,4,4,0,2,1,2,3,5,4,2,4,4,7,4,4,3,3,2,2,4,3,4,2,3,1,4
"=""9012376""",7,17,1,2,3,4,1,2,2,12,7,5,2,7,3,16,5,3,4,4,1,15,2,13,3,0,5,3
"=""9012147""",2,3,5,4,1,7,3,2,2,2,2,3,3,9,1,2,4,4,2,4,4,2,5,1,6,6,0,0
"=""2681846""",7,4,3,2,1,6,2,0,1,3,3,4,2,3,2,1,2,4,2,3,3,2,3,0,1,2,3,3
"=""9012377""",3,1,0,1,0,14,2,6,23,2,5,5,3,2,2,2,15,2,7,8,1,15,4,0,3,1,0,1
"=""9012166""",3,3,4,3,2,3,2,2,2,2,4,3,1,3,4,4,2,0,0,5,3,4,5,0,2,0,0,1
"=""9012362""",3,2,1,1,2,0,0,2,3,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,0,0,2,2
"=""2700344""",0,5,6,8,6,8,7,5,5,6,5,8,7,9,6,4,9,6,12,7,7,4,6,5,3,0,2,8
"=""9012402""",5,5,4,3,5,3,4,4,3,3,4,4,5,3,2,3,3,3,4,5,5,1,4,14,2,0,3,2
"=""9012838""",0,4,2,2,2,3,2,3,3,2,3,6,5,1,2,5,5,0,0,2,0,5,3,0,1,0,0,1
"=""2699133""",3,0,3,4,2,3,3,5,10,6,0,10,12,4,4,5,14,9,2,11,17,3,5,3,7,8,11,6
"=""2698358""",6,6,4,0,9,11,10,7,15,4,4,6,1,4,3,2,3,3,2,12,4,6,2,1,3,5,6,5
"=""9012855""",2,2,5,5,1,1,6,2,1,1,10,1,2,3,2,11,1,0,0,0,9,0,3,0,2,3,5,4
"=""9012399""",86,5,71,21,14,4,11,9,18,10,10,9,23,22,12,6,10,13,5,45,8,7,30,24,2,10,21,12
"=""9002764""",0,0,2,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"=""9012273""",1,0,2,4,0,0,1,2,1,0,0,2,2,0,3,1,2,0,0,0,2,5,3,0,0,1,3,0
"=""9012834""",4,4,4,1,2,2,1,1,3,1,0,1,2,3,1,4,3,0,0,3,4,2,2,0,1,0,1,2
"=""69653""",3,6,7,2,2,1,4,1,1,1,2,2,1,2,6,3,4,3,3,6,3,3,3,2,2,2,3,3
"=""9011979""",10,6,4,8,1,2,16,4,21,4,11,9,4,4,2,9,2,12,8,5,6,1,6,1,2,0,8,10
"=""9001070""",0,9,14,0,13,3,0,2,0,0,0,0,10,23,0,0,4,0,0,24,0,12,0,7,12,1,0,0
"=""9013637""",1,3,0,1,0,1,0,1,0,0,1,3,2,0,0,2,3,0,2,0,0,1,1,2,0,50,0,1
"=""2700123""",22,7,3,10,3,8,9,4,2,2,9,2,3,5,8,2,2,6,4,7,5,3,4,5,1,7,3,4
"=""2700816""",2,7,5,3,3,3,6,5,4,6,5,5,2,3,3,6,3,7,4,0,3,7,4,4,6,6,6,3
"=""9012481""",3,2,6,3,3,34,4,5,3,7,8,1,2,3,7,0,3,10,6,0,4,5,4,0,5,-2,5,4
"=""9012480""",2,10,1,1,3,8,2,2,3,5,3,0,8,6,12,5,3,7,6,1,4,30,8,6,0,2,0,0
"=""9012483""",0,6,3,4,3,6,6,7,2,5,5,1,1,6,1,4,4,2,6,7,6,33,3,2,0,0,2,4
"=""9012476""",0,2,2,0,2,4,6,2,3,30,1,0,0,6,0,1,1,7,6,0,0,36,7,3,10,0,5,3
"=""9012482""",4,6,1,0,0,8,4,7,4,0,3,0,6,2,3,0,0,0,2,0,3,33,12,2,6,0,0,4
"=""2700301""",8,6,1,0,11,2,6,5,1,1,3,0,2,2,2,3,0,1,0,2,2,4,2,1,2,0,5,2
"=""2697742""",1,2,2,4,2,1,1,1,2,0,2,3,1,5,1,2,1,3,1,2,3,2,3,1,0,4,7,3
"=""2676346""",2,1,2,2,5,2,0,1,2,1,1,5,1,1,2,2,0,1,8,1,2,-1,2,2,1,0,3,1
"=""9012461""",3,6,0,0,0,0,1,2,2,6,1,9,0,1,2,0,0,0,0,1,2,0,4,0,0,0,1,0
"=""2676354""",1,2,2,0,3,5,0,12,1,3,4,2,0,0,2,1,2,2,15,6,4,3,4,2,3,0,1,1
"=""9012464""",18,14,11,4,10,9,16,15,9,14,11,13,9,10,4,6,13,3,19,17,11,14,10,16,8,0,14,8
"=""9012463""",12,12,8,3,9,8,2,11,0,9,8,2,6,1,5,14,0,1,2,0,4,9,6,10,10,0,11,10
"=""9012391""",1,0,0,1,3,5,0,1,2,0,0,3,8,3,2,0,2,0,0,0,2,0,3,1,0,0,0,0
"=""9012468""",5,0,9,9,8,0,0,0,0,6,14,10,0,0,6,0,0,9,8,0,0,6,12,0,0,0,7,9
"=""2697769""",4,6,2,4,4,6,3,3,0,3,2,7,3,2,1,1,0,1,4,10,1,2,2,11,2,6,6,0
"=""9012470""",39,10,16,15,11,6,21,22,4,8,18,20,10,13,0,13,15,16,19,10,18,7,14,11,0,-1,12,16
"=""9012395""",4,4,3,3,4,3,5,6,33,2,3,2,4,34,3,1,2,3,3,3,4,3,3,1,3,0,2,34
"=""2697734""",3,1,3,4,6,4,1,1,3,2,2,2,3,2,6,1,2,0,9,1,3,5,2,8,0,0,2,3
"=""2676311""",2,2,0,2,8,3,0,1,0,0,2,2,2,0,0,2,0,0,0,1,0,1,2,2,2,0,4,1
"=""2676338""",0,0,1,0,1,0,0,1,0,12,1,2,2,0,0,1,4,2,6,1,2,2,1,0,2,6,0,0
"=""9012396""",4,4,3,1,4,2,4,6,2,4,3,1,1,33,2,37,4,2,4,2,1,36,3,6,3,0,3,36
"=""9012462""",14,5,13,4,5,5,4,7,1,13,1,1,18,3,8,3,13,9,10,17,1,11,4,2,19,-1,7,4
"=""2676303""",2,2,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,1,1,-3,0,0
"=""9012469""",48,0,11,14,12,0,0,0,0,5,19,18,0,0,0,15,0,16,10,0,0,17,12,0,0,0,14,18
"=""9012472""",0,0,0,0,19,0,0,0,0,16,0,18,0,0,0,0,0,19,0,0,0,23,0,0,0,0,10,20
"=""9012471""",11,17,18,0,0,2,11,10,15,1,20,10,14,10,18,5,5,3,3,17,18,5,18,2,0,1,3,3
"=""2697750""",5,1,3,1,4,1,2,3,4,2,1,5,2,1,2,3,1,2,8,0,2,3,1,3,0,0,8,3
"=""2697181""",34,14,26,15,20,22,15,19,18,15,26,16,23,17,29,20,28,20,17,15,23,14,21,11,19,10,29,29
"=""9012886""",4,4,2,2,0,3,4,0,0,3,3,4,0,1,3,3,1,2,0,2,3,2,3,1,2,0,0,3
"=""9013664""",2,0,3,4,2,1,3,1,2,2,2,1,2,6,1,2,3,3,3,4,2,1,2,1,2,0,2,3
"=""2705370""",24,12,1,12,2,24,0,1,13,13,0,6,2,4,3,2,1,3,2,0,9,5,9,6,12,0,6,5
"=""9013665""",0,2,5,3,4,2,1,3,2,2,2,0,2,1,3,1,2,2,4,1,1,2,3,1,1,6,2,2
